# cid2code.txt (Version 05/10/2001)
#
# The data in this table contains 25 tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5078 "Adobe-Japan1-4 Character Collection for CID-Keyed Fonts":
#
# http://partners.adobe.com/asn/developer/technotes.html
#
# This table contains lists CIDs 0 through 15443 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 25, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "H" and "V" CMaps (JIS X
#   0208:1997 character set, ISO-2022-JP encoding).
#
# o Column 3: Character codes for the "RKSJ-H" and "RKSJ-V" CMaps (JIS
#   X 0208:1997 character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 4: Character codes for the "EUC-H" and "EUC-V" CMaps (JIS
#   X 0208:1997 character set, EUC-JP encoding, half-width Latin
#   characters).
#
# o Column 5: Character codes for the "83pv-RKSJ-H" CMap (KanjiTalk
#   Version 6 character set, Shift-JIS encoding, proportional Latin
#   characters).
#
# o Column 6: Character codes for the "Add-H" and "Add-V" CMaps
#   (Fujitsu character set, ISO-2022-JP encoding, half-width Latin
#   characters).
#
# o Column 7: Character codes for the "Add-RKSJ-H" and "Add-RKSJ-V"
#   CMaps (Fujitsu character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 8: Character codes for the "Ext-H" and "Ext-V" CMaps (NEC
#   character set, ISO-2022-JP encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "Ext-RKSJ-H" and "Ext-RKSJ-V"
#   CMaps (NEC character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 10: Character codes for the "NWP-H" and "NWP-V" CMaps (NEC
#   Bungo character set, ISO-2022-JP encoding).
#
# o Column 11: Character codes for the "90pv-RKSJ-H" and "90pv-RKSJ-V"
#   CMap (KanjiTalk Version 7 character set, Shift-JIS encoding,
#   proportional Latin characters).
#
# o Column 12: Character codes for the "90ms-RKSJ-H" and "90ms-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, Shift-JIS
#   encoding, half-width Latin characters).
#
# o Column 13: Character codes for the "90msp-RKSJ-H" and "90msp-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, Shift-JIS
#   encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "78-H" and "78-V" CMaps (JIS C
#   6226-1978 character set, ISO-2022-JP encoding, half-width Latin
#   characters).
#
# o Column 15: Character codes for the "78-RKSJ-H" and "78-RKSJ-V"
#   CMaps (JIS C 6226-1978 character set, Shift-JIS encoding,
#   half-width Latin characters).
#
# o Column 16: Character codes for the "78ms-RKSJ-H" and "78ms-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, JIS C 6226-1978
#   glyphs, Shift-JIS encoding, half-width Latin characters).
#
# o Column 17: Character codes for the "78-EUC-H" and "78-EUC-V" CMaps
#   (JIS C 6226-1978 character set, EUC-JP encoding, half-width Latin
#   characters).
#
# o Column 18: Character codes for the "UniJIS-UCS2-H" and
#   "UniJIS-UCS2-V" CMaps (Unicode UCS-2/UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "UniJIS-UCS2-HW-H" and
#   "UniJIS-UCS2-HW-V" CMaps (Unicode UCS-2/UTF-16 encoding,
#   half-width Latin characters).
#
# o Column 20: Character codes for the "UniJIS-UTF8-H" and
#   "UniJIS-UTF8-V" CMaps (Unicode UTF-8 encoding, proportional Latin
#   characters).
#
# o Columns 21-25: The CMap files for these five columns specify one-
#   byte encodings only: Hiragana, Katakana, Hankaku, Roman, and WP-
#   Symbol.
#
# NOTE: The three new "Pro" CMap files differ from their non-Pro
#       counterparts as follows:
#
#                    UniJISPro-UCS2-V  UniJIS-UCS2-V
#       U+2018       12173             8281
#       U+2019       12174             8282
#       U+201C        7956             8279
#       U+201D        7957             8280
#       U+337B       12044              n/a
#       U+337C       12043              n/a
#       U+337D       12042              n/a
#       U+337E       12041              n/a
#       U+FF1A       12101              n/a
#
#       The UniJISPro-UCS2-HW-V and UniJIS-UCS2-HW-V CMap files share
#       the same differences.
#
#                    UniJISPro-UTF8-V  UniJIS-UTF8-V
#       0xE28098     12173             8281
#       0xE28099     12174             8282
#       0xE2809C      7956             8279
#       0xE2809D      7957             8280
#       0xE38DBB     12044              n/a
#       0xE38DBC     12043              n/a
#       0xE38DBD     12042              n/a
#       0xE38DBE     12041              n/a
#       0xEFBC9A     12101              n/a
#
CID	H	RKSJ	EUC	83pv-RKSJ	Add	Add-RKSJ	Ext	Ext-RKSJ	NWP	90pv-RKSJ	90ms-RKSJ	90msp-RKSJ	78	78-RKSJ	78ms-RKSJ	78-EUC	UniJIS-UCS2	UniJIS-UCS2-HW	UniJIS-UTF8	Hiragana	Katakana	Hankaku	Roman	WP-Symbol
7519	2839	84b7	a8b9	84b7,86ca	2839	84b7	2c4c	86ca	2c4c	84b7	84b7,84b6v	84b7,84b6v	*	*	84b7,84b6v	*	2528,252fv	252fv	e294a8,e294afv	*	*	*	*	*
7520	*	*	*	86cb	*	*	2c4d	86cb	2c4d	*	*	*	*	*	*	*	2529,2531v	2531v	e294a9,e294b1v	*	*	*	*	*
7521	*	*	*	86cc	*	*	2c4e	86cc	2c4e	*	*	*	*	*	*	*	252a,2532v	2532v	e294aa,e294b2v	*	*	*	*	*
7522	2834	84b2	a8b4	84b2,86cd	2834	84b2	2c4f	86cd	2c4f	84b2	84b2,84b1v	84b2,84b1v	*	*	84b2,84b1v	*	252b,2533v	2533v	e294ab,e294b3v	*	*	*	*	*
7523	2828	84a6	a8a8	84a6,86ce	2828	84a6	2c50	86ce	2c50	84a6	84a6,84a5v	84a6,84a5v	*	*	84a6,84a5v	*	252c,251cv	251cv	e294ac,e2949cv	*	*	*	*	*
7524	*	*	*	86cf	*	*	2c51	86cf	2c51	*	*	*	*	*	*	*	252d,251fv	251fv	e294ad,e2949fv	*	*	*	*	*
7525	*	*	*	86d0	*	*	2c52	86d0	2c52	*	*	*	*	*	*	*	252e,251ev	251ev	e294ae,e2949ev	*	*	*	*	*
7526	2838	84b6	a8b8	84b6,86d1	2838	84b6	2c53	86d1	2c53	84b6	84b6,84b5v	84b6,84b5v	*	*	84b6,84b5v	*	252f,2520v	2520v	e294af,e294a0v	*	*	*	*	*
7527	283d	84bb	a8bd	84bb,86d2	283d	84bb	2c54	86d2	2c54	84bb	84bb,84bav	84bb,84bav	*	*	84bb,84bav	*	2530,251dv	251dv	e294b0,e2949dv	*	*	*	*	*
7528	*	*	*	86d3	*	*	2c55	86d3	2c55	*	*	*	*	*	*	*	2531,2522v	2522v	e294b1,e294a2v	*	*	*	*	*
7529	*	*	*	86d4	*	*	2c56	86d4	2c56	*	*	*	*	*	*	*	2532,2521v	2521v	e294b2,e294a1v	*	*	*	*	*
7530	2833	84b1	a8b3	84b1,86d5	2833	84b1	2c57	86d5	2c57	84b1	84b1,84b0v	84b1,84b0v	*	*	84b1,84b0v	*	2533,2523v	2523v	e294b3,e294a3v	*	*	*	*	*
7531	282a	84a8	a8aa	84a8,86d6	282a	84a8	2c58	86d6	2c58	84a8	84a8,84a7v	84a8,84a7v	*	*	84a8,84a7v	*	2534,2524v	2524v	e294b4,e294a4v	*	*	*	*	*
7532	*	*	*	86d7	*	*	2c59	86d7	2c59	*	*	*	*	*	*	*	2535,2527v	2527v	e294b5,e294a7v	*	*	*	*	*
7533	*	*	*	86d8	*	*	2c5a	86d8	2c5a	*	*	*	*	*	*	*	2536,2526v	2526v	e294b6,e294a6v	*	*	*	*	*
7534	283a	84b8	a8ba	84b8,86d9	283a	84b8	2c5b	86d9	2c5b	84b8	84b8,84b7v	84b8,84b7v	*	*	84b8,84b7v	*	2537,2528v	2528v	e294b7,e294a8v	*	*	*	*	*
7535	283f	84bd	a8bf	84bd,86da	283f	84bd	2c5c	86da	2c5c	84bd	84bd,84bcv	84bd,84bcv	*	*	84bd,84bcv	*	2538,2525v	2525v	e294b8,e294a5v	*	*	*	*	*
7536	*	*	*	86db	*	*	2c5d	86db	2c5d	*	*	*	*	*	*	*	2539,252av	252av	e294b9,e294aav	*	*	*	*	*
7537	*	*	*	86dc	*	*	2c5e	86dc	2c5e	*	*	*	*	*	*	*	253a,2529v	2529v	e294ba,e294a9v	*	*	*	*	*
7538	2835	84b3	a8b5	84b3,86dd	2835	84b3	2c5f	86dd	2c5f	84b3	84b3,84b2v	84b3,84b2v	*	*	84b3,84b2v	*	253b,252bv	252bv	e294bb,e294abv	*	*	*	*	*
7539	282b	84a9	a8ab	84a9,86de	282b	84a9	2c60	86de	2c60	84a9	84a9,84a9v	84a9,84a9v	*	*	84a9,84a9v	*	253c	*	e294bc	*	*	*	*	*
7540	*	*	*	86df	*	*	2c61	86df	2c61	*	*	*	*	*	*	*	253d,2541v	2541v	e294bd,e29581v	*	*	*	*	*
7541	*	*	*	86e0	*	*	2c62	86e0	2c62	*	*	*	*	*	*	*	253e,2540v	2540v	e294be,e29580v	*	*	*	*	*
7542	283b	84b9	a8bb	84b9,86e1	283b	84b9	2c63	86e1	2c63	84b9	84b9,84bev	84b9,84bev	*	*	84b9,84bev	*	253f,2542v	2542v	e294bf,e29582v	*	*	*	*	*
7543	*	*	*	86e2	*	*	2c64	86e2	2c64	*	*	*	*	*	*	*	2540,253dv	253dv	e29580,e294bdv	*	*	*	*	*
7544	*	*	*	86e3	*	*	2c65	86e3	2c65	*	*	*	*	*	*	*	2541,253ev	253ev	e29581,e294bev	*	*	*	*	*
7545	2840	84be	a8c0	84be,86e4	2840	84be	2c66	86e4	2c66	84be	84be,84b9v	84be,84b9v	*	*	84be,84b9v	*	2542,253fv	253fv	e29582,e294bfv	*	*	*	*	*
7546	*	*	*	86e5	*	*	2c67	86e5	2c67	*	*	*	*	*	*	*	2543,2545v	2545v	e29583,e29585v	*	*	*	*	*
7547	*	*	*	86e6	*	*	2c68	86e6	2c68	*	*	*	*	*	*	*	2544,2543v	2543v	e29584,e29583v	*	*	*	*	*
7548	*	*	*	86e7	*	*	2c69	86e7	2c69	*	*	*	*	*	*	*	2545,2546v	2546v	e29585,e29586v	*	*	*	*	*
7549	*	*	*	86e8	*	*	2c6a	86e8	2c6a	*	*	*	*	*	*	*	2546,2544v	2544v	e29586,e29584v	*	*	*	*	*
7550	*	*	*	86e9	*	*	2c6b	86e9	2c6b	*	*	*	*	*	*	*	2547,2549v	2549v	e29587,e29589v	*	*	*	*	*
7551	*	*	*	86ea	*	*	2c6c	86ea	2c6c	*	*	*	*	*	*	*	2548,254av	254av	e29588,e2958av	*	*	*	*	*
7552	*	*	*	86eb	*	*	2c6d	86eb	2c6d	*	*	*	*	*	*	*	2549,2548v	2548v	e29589,e29588v	*	*	*	*	*
7553	*	*	*	86ec	*	*	2c6e	86ec	2c6e	*	*	*	*	*	*	*	254a,2547v	2547v	e2958a,e29587v	*	*	*	*	*
7554	2836	84b4	a8b6	84b4,86ed	2836	84b4	2c6f	86ed	2c6f	84b4	84b4,84b4v	84b4,84b4v	*	*	84b4,84b4v	*	254b	*	e2958b	*	*	*	*	*
7555	*	*	*	8740,ee40	7849	ecc7	2d21	8740	2d21	8540	8740	8740	*	*	8740	*	2460	*	e291a0	*	*	*	*	*
7556	*	*	*	8741,ee41	784a	ecc8	2d22	8741	2d22	8541	8741	8741	*	*	8741	*	2461	*	e291a1	*	*	*	*	*
7557	*	*	*	8742,ee42	784b	ecc9	2d23	8742	2d23	8542	8742	8742	*	*	8742	*	2462	*	e291a2	*	*	*	*	*
7558	*	*	*	8743,ee43	784c	ecca	2d24	8743	2d24	8543	8743	8743	*	*	8743	*	2463	*	e291a3	*	*	*	*	*
7559	*	*	*	8744,ee44	784d	eccb	2d25	8744	2d25	8544	8744	8744	*	*	8744	*	2464	*	e291a4	*	*	*	*	*
7560	*	*	*	8745,ee45	784e	eccc	2d26	8745	2d26	8545	8745	8745	*	*	8745	*	2465	*	e291a5	*	*	*	*	*
7561	*	*	*	8746,ee46	784f	eccd	2d27	8746	2d27	8546	8746	8746	*	*	8746	*	2466	*	e291a6	*	*	*	*	*
7562	*	*	*	8747,ee47	7850	ecce	2d28	8747	2d28	8547	8747	8747	*	*	8747	*	2467	*	e291a7	*	*	*	*	*
7563	*	*	*	8748,ee48	7851	eccf	2d29	8748	2d29	8548	8748	8748	*	*	8748	*	2468	*	e291a8	*	*	*	*	*
7564	*	*	*	8749,ee49	7852	ecd0	2d2a	8749	2d2a	8549	8749	8749	*	*	8749	*	2469	*	e291a9	*	*	*	*	*
7565	*	*	*	874a,ee4a	7853	ecd1	2d2b	874a	2d2b	854a	874a	874a	*	*	874a	*	246a	*	e291aa	*	*	*	*	*
7566	*	*	*	874b,ee4b	7854	ecd2	2d2c	874b	2d2c	854b	874b	874b	*	*	874b	*	246b	*	e291ab	*	*	*	*	*
7567	*	*	*	874c,ee4c	7855	ecd3	2d2d	874c	2d2d	854c	874c	874c	*	*	874c	*	246c	*	e291ac	*	*	*	*	*
7568	*	*	*	874d,ee4d	7856	ecd4	2d2e	874d	2d2e	854d	874d	874d	*	*	874d	*	246d	*	e291ad	*	*	*	*	*
7569	*	*	*	874e,ee4e	7857	ecd5	2d2f	874e	2d2f	854e	874e	874e	*	*	874e	*	246e	*	e291ae	*	*	*	*	*
7570	*	*	*	874f,ee4f	7858	ecd6	2d30	874f	2d30	854f	874f	874f	*	*	874f	*	246f	*	e291af	*	*	*	*	*
7571	*	*	*	8750,ee50	7859	ecd7	2d31	8750	2d31	8550	8750	8750	*	*	8750	*	2470	*	e291b0	*	*	*	*	*
7572	*	*	*	8751,ee51	785a	ecd8	2d32	8751	2d32	8551	8751	8751	*	*	8751	*	2471	*	e291b1	*	*	*	*	*
7573	*	*	*	8752,ee52	785b	ecd9	2d33	8752	2d33	8552	8752	8752	*	*	8752	*	2472	*	e291b2	*	*	*	*	*
7574	*	*	*	8753,ee53	785c	ecda	2d34	8753	2d34	8553	8753	8753	*	*	8753	*	2473	*	e291b3	*	*	*	*	*
7575	*	*	*	8754,ee54	785e	ecdc	2d35	8754	2d35	859f	8754,fa4a	8754,fa4a	*	*	8754,fa4a	*	2160	*	e285a0	*	*	*	*	*
7576	*	*	*	8755,ee55	785f	ecdd	2d36	8755	2d36	85a0	8755,fa4b	8755,fa4b	*	*	8755,fa4b	*	2161	*	e285a1	*	*	*	*	*
7577	*	*	*	8756,ee56	7860	ecde	2d37	8756	2d37	85a1	8756,fa4c	8756,fa4c	*	*	8756,fa4c	*	2162	*	e285a2	*	*	*	*	*
7578	*	*	*	8757,ee57	7861	ecdf	2d38	8757	2d38	85a2	8757,fa4d	8757,fa4d	*	*	8757,fa4d	*	2163	*	e285a3	*	*	*	*	*
7579	*	*	*	8758,ee58	7862	ece0	2d39	8758	2d39	85a3	8758,fa4e	8758,fa4e	*	*	8758,fa4e	*	2164	*	e285a4	*	*	*	*	*
7580	*	*	*	8759,ee59	7863	ece1	2d3a	8759	2d3a	85a4	8759,fa4f	8759,fa4f	*	*	8759,fa4f	*	2165	*	e285a5	*	*	*	*	*
7581	*	*	*	875a,ee5a	7864	ece2	2d3b	875a	2d3b	85a5	875a,fa50	875a,fa50	*	*	875a,fa50	*	2166	*	e285a6	*	*	*	*	*
7582	*	*	*	875b,ee5b	7865	ece3	2d3c	875b	2d3c	85a6	875b,fa51	875b,fa51	*	*	875b,fa51	*	2167	*	e285a7	*	*	*	*	*
7583	*	*	*	875c,ee5c	7866	ece4	2d3d	875c	2d3d	85a7	875c,fa52	875c,fa52	*	*	875c,fa52	*	2168	*	e285a8	*	*	*	*	*
7584	*	*	*	875d,ee5d	7867	ece5	2d3e	875d	2d3e	85a8	875d,fa53	875d,fa53	*	*	875d,fa53	*	2169	*	e285a9	*	*	*	*	*
7585	*	*	*	875f	775a	ec79	2d40	875f	2d40	879f	875f	875f	*	*	875f	*	3349	*	e38d89	*	*	*	*	*
7586	*	*	*	8760	775c	ec7b	2d41	8760	2d41	87a2	8760	8760	*	*	8760	*	3314	*	e38c94	*	*	*	*	*
7587	*	*	*	8761	*	*	2d42	8761	2d42	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7588	*	*	*	8762	7759	ec78	2d43	8762	2d43	87a1	8762	8762	*	*	8762	*	334d	*	e38d8d	*	*	*	*	*
7589	*	*	*	8763	*	*	2d44	8763	2d44	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7590	*	*	*	8764	7760	ec80	2d45	8764	2d45	87ab	8764	8764	*	*	8764	*	3327	*	e38ca7	*	*	*	*	*
7591	*	*	*	8765	*	*	2d46	8765	2d46	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7592	*	*	*	8766	7762	ec82	2d47	8766	2d47	87a8	8766	8766	*	*	8766	*	3336	*	e38cb6	*	*	*	*	*
7593	*	*	*	8767	*	*	2d48	8767	2d48	87ac	8767	8767	*	*	8767	*	3351	*	e38d91	*	*	*	*	*
7594	*	*	*	8768	*	*	2d49	8768	2d49	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7595	*	*	*	8769	7766	ec86	2d4a	8769	2d4a	87b0	8769	8769	*	*	8769	*	330d	*	e38c8d	*	*	*	*	*
7596	*	*	*	876a	7763	ec83	2d4b	876a	2d4b	87b3	876a	876a	*	*	876a	*	3326	*	e38ca6	*	*	*	*	*
7597	*	*	*	876b	*	*	2d4c	876b	2d4c	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7598	*	*	*	876c	7765	ec85	2d4d	876c	2d4d	87b5	876c	876c	*	*	876c	*	332b	*	e38cab	*	*	*	*	*
7599	*	*	*	876d	7769	ec89	2d4e	876d	2d4e	87ad	876d	876d	*	*	876d	*	334a	*	e38d8a	*	*	*	*	*
7600	*	*	*	876e	*	*	2d4f	876e	2d4f	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7601	*	*	*	876f,ee6f	773c	ec5b	2d50	876f	2d50	8640	876f	876f	*	*	876f	*	339c	*	e38e9c	*	*	*	*	*
7602	*	*	*	8770,ee70	773d	ec5c	2d51	8770	2d51	8642	8770	8770	*	*	8770	*	339d	*	e38e9d	*	*	*	*	*
7603	*	*	*	8771,ee71	773e	ec5d	2d52	8771	2d52	8648	8771	8771	*	*	8771	*	339e	*	e38e9e	*	*	*	*	*
7604	*	*	*	8772,ee72	7744	ec63	2d53	8772	2d53	864a	8772	8772	*	*	8772	*	338e	*	e38e8e	*	*	*	*	*
7605	*	*	*	8773,ee73	7745	ec64	2d54	8773	2d54	864c	8773	8773	*	*	8773	*	338f	*	e38e8f	*	*	*	*	*
7606	*	*	*	8774,ee74	7746	ec65	2d55	8774	2d55	864d	8774	8774	*	*	8774	*	33c4	*	e38f84	*	*	*	*	*
7607	*	*	*	8775,ee75	7740	ec5f	2d56	8775	2d56	8646	8775	8775	*	*	8775	*	33a1	*	e38ea1	*	*	*	*	*
7608	*	*	*	8780	*	*	2d60	8780	2d60	8854	8780	8780	*	*	8780	*	301d	*	e3809d	*	*	*	*	*
7609	*	*	*	8781	*	*	2d61	8781	2d61	8855	8781	8781	*	*	8781	*	301f	*	e3809f	*	*	*	*	*
7610	*	*	*	8782,ee82	777a	ec9a	2d62	8782	2d62	869b	8782,fa59	8782,fa59	*	*	8782,fa59	*	2116	*	e28496	*	*	*	*	*
7611	*	*	*	8783,ee83	*	*	2d63	8783	2d63	869c	8783	8783	*	*	8783	*	33cd	*	e38f8d	*	*	*	*	*
7612	*	*	*	8784,ee84	*	*	2d64	8784	2d64	869d	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7613	*	*	*	8785,ee85	*	*	2d65	8785	2d65	8793	8785	8785	*	*	8785	*	32a4	*	e38aa4	*	*	*	*	*
7614	*	*	*	8786,ee86	*	*	2d66	8786	2d66	8794	8786	8786	*	*	8786	*	32a5	*	e38aa5	*	*	*	*	*
7615	*	*	*	8787,ee87	*	*	2d67	8787	2d67	8795	8787	8787	*	*	8787	*	32a6	*	e38aa6	*	*	*	*	*
7616	*	*	*	8788,ee88	*	*	2d68	8788	2d68	8796	8788	8788	*	*	8788	*	32a7	*	e38aa7	*	*	*	*	*
7617	*	*	*	8789,ee89	*	*	2d69	8789	2d69	8797	8789	8789	*	*	8789	*	32a8	*	e38aa8	*	*	*	*	*
7618	*	*	*	878a,ee8a	7955	ed74	2d6a	878a	2d6a	874d	878a,fa58	878a,fa58	*	*	878a,fa58	*	3231	*	e388b1	*	*	*	*	*
7619	*	*	*	878b,ee8b	794f	ed6e	2d6b	878b	2d6b	8750	878b	878b	*	*	878b	*	3232	*	e388b2	*	*	*	*	*
7620	*	*	*	878c,ee8c	794b	ed6a	2d6c	878c	2d6c	874b	878c	878c	*	*	878c	*	3239	*	e388b9	*	*	*	*	*
7621	*	*	*	878d,ee8d	*	*	2d6d	878d	2d6d	87e5	878d	878d	*	*	878d	*	337e	*	e38dbe	*	*	*	*	*
7622	*	*	*	878e,ee8e	*	*	2d6e	878e	2d6e	87e6	878e	878e	*	*	878e	*	337d	*	e38dbd	*	*	*	*	*
7623	*	*	*	878f,ee8f	*	*	2d6f	878f	2d6f	87e7	878f	878f	*	*	878f	*	337c	*	e38dbc	*	*	*	*	*
7624	*	*	*	8793,ee93	*	*	2d73	8793	2d73	8840	8793	8793	*	*	8793	*	222e	*	e288ae	*	*	*	*	*
7625	*	*	*	8794,ee94	*	*	2d74	8794	2d74	*	8794	8794	*	*	8794	*	2211	*	e28891	*	*	*	*	*
7626	*	*	*	8795,ee95	*	*	2d75	8795	2d75	*	8795	8795	*	*	8795	*	*	*	*	*	*	*	*	*
7627	*	*	*	8796,ee96	*	*	2d76	8796	2d76	*	8796	8796	*	*	8796	*	*	*	*	*	*	*	*	*
7628	*	*	*	8797,ee97	*	*	2d77	8797	2d77	*	8797	8797	*	*	8797	*	*	*	*	*	*	*	*	*
7629	*	*	*	8798,ee98	*	*	2d78	8798	2d78	8841	8798	8798	*	*	8798	*	221f	*	e2889f	*	*	*	*	*
7630	*	*	*	8799,ee99	*	*	2d79	8799	2d79	8842	8799	8799	*	*	8799	*	22bf	*	e28abf	*	*	*	*	*
7631	*	*	*	879b,ee9b	*	*	2d7b	879b	2d7b	*	879b	879b	*	*	879b	*	*	*	*	*	*	*	*	*
7632	*	*	*	879c,ee9c	*	*	2d7c	879c	2d7c	*	879c	879c	*	*	879c	*	*	*	*	*	*	*	*	*
7633	*	*	*	*	3022	88a0	3022	88a0	3022	*	*	*	3022	88a0	88a0	b0a2	555e	*	e5959e	*	*	*	*	*
7634	*	*	*	*	303b	88b9	303b	88b9	303b	*	*	*	303b	88b9	88b9	b0bb	*	*	*	*	*	*	*	*
7635	*	*	*	*	306e	88ec	306e	88ec	306e	*	*	*	306e	88ec	88ec	b0ee	*	*	*	*	*	*	*	*
7636	*	*	*	*	3073	88f1	3073	88f1	3073	*	*	*	3073	88f1	88f1	b0f3	*	*	*	*	*	*	*	*
7637	*	*	*	*	307c	88fa	307c	88fa	307c	*	*	*	307c	88fa	88fa	b0fc	*	*	*	*	*	*	*	*
7638	*	*	*	*	312a	8949	312a	8949	312a	*	*	*	312a	8949	8949	b1aa	*	*	*	*	*	*	*	*
7639	*	*	*	*	3135	8954	3135	8954	3135	*	*	*	3135	8954	8954	b1b5	*	*	*	*	*	*	*	*
7640	*	*	*	*	*	*	3139	8958	3139	*	*	*	3139	8958	8958	b1b9	*	*	*	*	*	*	*	*
7641	*	*	*	*	*	*	313c	895b	313c	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7642	*	*	*	*	313d	895c	313d	895c	313d	*	*	*	313d	895c	895c	b1bd	*	*	*	*	*	*	*	*
7643	*	*	*	*	3142	8961	3142	8961	3142	*	*	*	3142	8961	8961	b1c2	*	*	*	*	*	*	*	*
7644	*	*	*	*	316b	898b	316b	898b	316b	*	*	*	316b	898b	898b	b1eb	7130	*	e784b0	*	*	*	*	*
7645	*	*	*	*	3228	89a6	3228	89a6	3228	*	*	*	3228	89a6	89a6	b2a8	*	*	*	*	*	*	*	*
7646	*	*	*	*	322a	89a8	322a	89a8	322a	*	*	*	322a	89a8	89a8	b2aa	9dd7	*	e9b797	*	*	*	*	*
7647	*	*	*	*	3260	89de	3260	89de	3260	*	*	*	3260	89de	89de	b2e0	*	*	*	*	*	*	*	*
7648	*	*	*	*	327a	89f8	327a	89f8	327a	*	*	*	327a	89f8	89f8	b2fa	*	*	*	*	*	*	*	*
7649	*	*	*	*	*	*	327d	89fb	327d	*	*	*	327d	89fb	89fb	b2fd	*	*	*	*	*	*	*	*
7650	*	*	*	*	3322	8a41	3322	8a41	3322	*	*	*	3322	8a41	8a41	b3a2	*	*	*	*	*	*	*	*
7651	*	*	*	*	*	*	3365	8a85	3365	*	*	*	3365	8a85	8a85	b3e5	*	*	*	*	*	*	*	*
7652	*	*	*	*	336b	8a8b	336b	8a8b	336b	*	*	*	336b	8a8b	8a8b	b3eb	*	*	*	*	*	*	*	*
7653	*	*	*	*	3373	8a93	3373	8a93	3373	*	*	*	3373	8a93	8a93	b3f3	*	*	*	*	*	*	*	*
7654	*	*	*	*	337a	8a9a	337a	8a9a	337a	*	*	*	337a	8a9a	8a9a	b3fa	5699	*	e59a99	*	*	*	*	*
7655	*	*	*	*	3442	8ac0	3442	8ac0	3442	*	*	*	3442	8ac0	8ac0	b4c2	*	*	*	*	*	*	*	*
7656	*	*	*	*	344d	8acb	344d	8acb	344d	*	*	*	344d	8acb	8acb	b4cd	*	*	*	*	*	*	*	*
7657	*	*	*	*	3465	8ae3	3465	8ae3	3465	*	*	*	3465	8ae3	8ae3	b4e5	*	*	*	*	*	*	*	*
7658	*	*	*	*	352b	8b4a	352b	8b4a	352b	*	*	*	352b	8b4a	8b4a	b5ab	*	*	*	*	*	*	*	*
7659	*	*	*	*	3540	8b5f	3540	8b5f	3540	*	*	*	3540	8b5f	8b5f	b5c0	*	*	*	*	*	*	*	*
7660	*	*	*	*	3622	8ba0	3622	8ba0	3622	*	*	*	3622	8ba0	8ba0	b6a2	4fe0	*	e4bfa0	*	*	*	*	*
7661	*	*	*	*	362a	8ba8	362a	8ba8	362a	*	*	*	362a	8ba8	8ba8	b6aa	*	*	*	*	*	*	*	*
7662	*	*	*	*	364f	8bcd	364f	8bcd	364f	*	*	*	364f	8bcd	8bcd	b6cf	*	*	*	*	*	*	*	*
7663	*	*	*	*	366d	8beb	366d	8beb	366d	*	*	*	366d	8beb	8beb	b6ed	8ec0	*	e8bb80	*	*	*	*	*
7664	*	*	*	*	3674	8bf2	3674	8bf2	3674	*	*	*	3674	8bf2	8bf2	b6f4	*	*	*	*	*	*	*	*
7665	*	*	*	*	367b	8bf9	367b	8bf9	367b	*	*	*	367b	8bf9	8bf9	b6fb	*	*	*	*	*	*	*	*
7666	*	*	*	*	367d	8bfb	367d	8bfb	367d	*	*	*	367d	8bfb	8bfb	b6fd	*	*	*	*	*	*	*	*
7667	*	*	*	*	*	*	3724	8c43	3724	*	*	*	3724	8c43	8c43	b7a4	*	*	*	*	*	*	*	*
7668	*	*	*	*	3737	8c56	3737	8c56	3737	*	*	*	3737	8c56	8c56	b7b7	*	*	*	*	*	*	*	*
