# cid2code.txt (Version 05/10/2001)
#
# The data in this table contains 25 tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5078 "Adobe-Japan1-4 Character Collection for CID-Keyed Fonts":
#
# http://partners.adobe.com/asn/developer/technotes.html
#
# This table contains lists CIDs 0 through 15443 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 25, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "H" and "V" CMaps (JIS X
#   0208:1997 character set, ISO-2022-JP encoding).
#
# o Column 3: Character codes for the "RKSJ-H" and "RKSJ-V" CMaps (JIS
#   X 0208:1997 character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 4: Character codes for the "EUC-H" and "EUC-V" CMaps (JIS
#   X 0208:1997 character set, EUC-JP encoding, half-width Latin
#   characters).
#
# o Column 5: Character codes for the "83pv-RKSJ-H" CMap (KanjiTalk
#   Version 6 character set, Shift-JIS encoding, proportional Latin
#   characters).
#
# o Column 6: Character codes for the "Add-H" and "Add-V" CMaps
#   (Fujitsu character set, ISO-2022-JP encoding, half-width Latin
#   characters).
#
# o Column 7: Character codes for the "Add-RKSJ-H" and "Add-RKSJ-V"
#   CMaps (Fujitsu character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 8: Character codes for the "Ext-H" and "Ext-V" CMaps (NEC
#   character set, ISO-2022-JP encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "Ext-RKSJ-H" and "Ext-RKSJ-V"
#   CMaps (NEC character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 10: Character codes for the "NWP-H" and "NWP-V" CMaps (NEC
#   Bungo character set, ISO-2022-JP encoding).
#
# o Column 11: Character codes for the "90pv-RKSJ-H" and "90pv-RKSJ-V"
#   CMap (KanjiTalk Version 7 character set, Shift-JIS encoding,
#   proportional Latin characters).
#
# o Column 12: Character codes for the "90ms-RKSJ-H" and "90ms-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, Shift-JIS
#   encoding, half-width Latin characters).
#
# o Column 13: Character codes for the "90msp-RKSJ-H" and "90msp-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, Shift-JIS
#   encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "78-H" and "78-V" CMaps (JIS C
#   6226-1978 character set, ISO-2022-JP encoding, half-width Latin
#   characters).
#
# o Column 15: Character codes for the "78-RKSJ-H" and "78-RKSJ-V"
#   CMaps (JIS C 6226-1978 character set, Shift-JIS encoding,
#   half-width Latin characters).
#
# o Column 16: Character codes for the "78ms-RKSJ-H" and "78ms-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, JIS C 6226-1978
#   glyphs, Shift-JIS encoding, half-width Latin characters).
#
# o Column 17: Character codes for the "78-EUC-H" and "78-EUC-V" CMaps
#   (JIS C 6226-1978 character set, EUC-JP encoding, half-width Latin
#   characters).
#
# o Column 18: Character codes for the "UniJIS-UCS2-H" and
#   "UniJIS-UCS2-V" CMaps (Unicode UCS-2/UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "UniJIS-UCS2-HW-H" and
#   "UniJIS-UCS2-HW-V" CMaps (Unicode UCS-2/UTF-16 encoding,
#   half-width Latin characters).
#
# o Column 20: Character codes for the "UniJIS-UTF8-H" and
#   "UniJIS-UTF8-V" CMaps (Unicode UTF-8 encoding, proportional Latin
#   characters).
#
# o Columns 21-25: The CMap files for these five columns specify one-
#   byte encodings only: Hiragana, Katakana, Hankaku, Roman, and WP-
#   Symbol.
#
# NOTE: The three new "Pro" CMap files differ from their non-Pro
#       counterparts as follows:
#
#                    UniJISPro-UCS2-V  UniJIS-UCS2-V
#       U+2018       12173             8281
#       U+2019       12174             8282
#       U+201C        7956             8279
#       U+201D        7957             8280
#       U+337B       12044              n/a
#       U+337C       12043              n/a
#       U+337D       12042              n/a
#       U+337E       12041              n/a
#       U+FF1A       12101              n/a
#
#       The UniJISPro-UCS2-HW-V and UniJIS-UCS2-HW-V CMap files share
#       the same differences.
#
#                    UniJISPro-UTF8-V  UniJIS-UTF8-V
#       0xE28098     12173             8281
#       0xE28099     12174             8282
#       0xE2809C      7956             8279
#       0xE2809D      7957             8280
#       0xE38DBB     12044              n/a
#       0xE38DBC     12043              n/a
#       0xE38DBD     12042              n/a
#       0xE38DBE     12041              n/a
#       0xEFBC9A     12101              n/a
#
CID	H	RKSJ	EUC	83pv-RKSJ	Add	Add-RKSJ	Ext	Ext-RKSJ	NWP	90pv-RKSJ	90ms-RKSJ	90msp-RKSJ	78	78-RKSJ	78ms-RKSJ	78-EUC	UniJIS-UCS2	UniJIS-UCS2-HW	UniJIS-UTF8	Hiragana	Katakana	Hankaku	Roman	WP-Symbol
7669	*	*	*	*	*	*	3745	8c64	3745	*	*	*	3745	8c64	8c64	b7c5	*	*	*	*	*	*	*	*
7670	*	*	*	*	*	*	374e	8c6d	374e	*	*	*	374e	8c6d	8c6d	b7ce	*	*	*	*	*	*	*	*
7671	*	*	*	*	3752	8c71	3752	8c71	3752	*	*	*	3752	8c71	8c71	b7d2	7e6b	*	e7b9ab	*	*	*	*	*
7672	*	*	*	*	*	*	3755	8c74	3755	*	*	*	3755	8c74	8c74	b7d5	*	*	*	*	*	*	*	*
7673	*	*	*	*	*	*	3764	8c84	3764	*	*	*	3764	8c84	8c84	b7e4	*	*	*	*	*	*	*	*
7674	*	*	*	*	3771	8c91	3771	8c91	3771	*	*	*	3771	8c91	8c91	b7f1	*	*	*	*	*	*	*	*
7675	*	*	*	*	*	*	3779	8c99	3779	*	*	*	3779	8c99	8c99	b7f9	*	*	*	*	*	*	*	*
7676	*	*	*	*	377e	8c9e	377e	8c9e	377e	*	*	*	377e	8c9e	8c9e	b7fe	*	*	*	*	*	*	*	*
7677	*	*	*	*	3834	8cb2	3834	8cb2	3834	*	*	*	3834	8cb2	8cb2	b8b4	9e7c	*	e9b9bc	*	*	*	*	*
7678	*	*	*	*	3841	8cbf	3841	8cbf	3841	*	*	*	3841	8cbf	8cbf	b8c1	*	*	*	*	*	*	*	*
7679	*	*	*	*	392b	8d4a	392b	8d4a	392b	*	*	*	392b	8d4a	8d4a	b9ab	*	*	*	*	*	*	*	*
7680	*	*	*	*	*	*	3937	8d56	3937	*	*	*	3937	8d56	8d56	b9b7	663b	*	e698bb	*	*	*	*	*
7681	*	*	*	*	*	*	3942	8d61	3942	*	*	*	3942	8d61	8d61	b9c2	*	*	*	*	*	*	*	*
7682	*	*	*	*	396d	8d8d	396d	8d8d	396d	*	*	*	396d	8d8d	8d8d	b9ed	9eb4	*	e9bab4	*	*	*	*	*
7683	*	*	*	*	3974	8d94	3974	8d94	3974	*	*	*	3974	8d94	8d94	b9f4	*	*	*	*	*	*	*	*
7684	*	*	*	*	3979	8d99	3979	8d99	3979	*	*	*	3979	8d99	8d99	b9f9	*	*	*	*	*	*	*	*
7685	*	*	*	*	3a53	8dd1	3a53	8dd1	3a53	*	*	*	3a53	8dd1	8dd1	bad3	*	*	*	*	*	*	*	*
7686	*	*	*	*	3a67	8de5	3a67	8de5	3a67	*	*	*	3a67	8de5	8de5	bae7	*	*	*	*	*	*	*	*
7687	*	*	*	*	3a74	8df2	3a74	8df2	3a74	*	*	*	3a74	8df2	8df2	baf4	6805	*	e6a085	*	*	*	*	*
7688	*	*	*	*	3b27	8e46	3b27	8e46	3b27	*	*	*	3b27	8e46	8e46	bba7	*	*	*	*	*	*	*	*
7689	*	*	*	*	3b2a	8e49	3b2a	8e49	3b2a	*	*	*	3b2a	8e49	8e49	bbaa	*	*	*	*	*	*	*	*
7690	*	*	*	*	3b2c	8e4b	3b2c	8e4b	3b2c	*	*	*	3b2c	8e4b	8e4b	bbac	*	*	*	*	*	*	*	*
7691	*	*	*	*	3b39	8e58	3b39	8e58	3b39	*	*	*	3b39	8e58	8e58	bbb9	*	*	*	*	*	*	*	*
7692	*	*	*	*	*	*	3c38	8eb6	3c38	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7693	*	*	*	*	3c48	8ec6	3c48	8ec6	3c48	*	*	*	3c48	8ec6	8ec6	bcc8	5c62	*	e5b1a2	*	*	*	*	*
7694	*	*	*	*	*	*	3c57	8ed5	3c57	*	*	*	3c57	8ed5	8ed5	bcd7	*	*	*	*	*	*	*	*
7695	*	*	*	*	3c5d	8edb	3c5d	8edb	3c5d	*	*	*	3c5d	8edb	8edb	bcdd	*	*	*	*	*	*	*	*
7696	*	*	*	*	3c5e	8edc	3c5e	8edc	3c5e	*	*	*	3c5e	8edc	8edc	bcde	*	*	*	*	*	*	*	*
7697	*	*	*	*	3d2b	8f4a	3d2b	8f4a	3d2b	*	*	*	3d2b	8f4a	8f4a	bdab	7e61	*	e7b9a1	*	*	*	*	*
7698	*	*	*	*	3d36	8f55	3d36	8f55	3d36	*	*	*	3d36	8f55	8f55	bdb6	*	*	*	*	*	*	*	*
7699	*	*	*	*	3d6c	8f8c	3d6c	8f8c	3d6c	*	*	*	3d6c	8f8c	8f8c	bdec	*	*	*	*	*	*	*	*
7700	*	*	*	*	*	*	3d6d	8f8d	3d6d	*	*	*	3d6d	8f8d	8f8d	bded	*	*	*	*	*	*	*	*
7701	*	*	*	*	3d72	8f92	3d72	8f92	3d72	*	*	*	3d72	8f92	8f92	bdf2	*	*	*	*	*	*	*	*
7702	*	*	*	*	3d73	8f93	3d73	8f93	3d73	*	*	*	3d73	8f93	8f93	bdf3	*	*	*	*	*	*	*	*
7703	*	*	*	*	3e25	8fa3	3e25	8fa3	3e25	*	*	*	3e25	8fa3	8fa3	bea5	*	*	*	*	*	*	*	*
7704	*	*	*	*	3e33	8fb1	3e33	8fb1	3e33	*	*	*	3e33	8fb1	8fb1	beb3	*	*	*	*	*	*	*	*
7705	*	*	*	*	*	*	3e3f	8fbd	3e3f	*	*	*	3e3f	8fbd	8fbd	bebf	*	*	*	*	*	*	*	*
7706	*	*	*	*	3e55	8fd3	3e55	8fd3	3e55	*	*	*	3e55	8fd3	8fd3	bed5	8523	*	e894a3	*	*	*	*	*
7707	*	*	*	*	3e5f	8fdd	3e5f	8fdd	3e5f	*	*	*	3e5f	8fdd	8fdd	bedf	91ac	*	e986ac	*	*	*	*	*
7708	*	*	*	*	3e64	8fe2	3e64	8fe2	3e64	*	*	*	3e64	8fe2	8fe2	bee4	*	*	*	*	*	*	*	*
7709	*	*	*	*	3f2a	9049	3f2a	9049	3f2a	*	*	*	3f2a	9049	9049	bfaa	*	*	*	*	*	*	*	*
7710	*	*	*	*	*	*	3f59	9078	3f59	*	*	*	3f59	9078	9078	bfd9	*	*	*	*	*	*	*	*
7711	*	*	*	*	3f60	9080	3f60	9080	3f60	*	*	*	3f60	9080	9080	bfe0	*	*	*	*	*	*	*	*
7712	*	*	*	*	*	*	3f69	9089	3f69	*	*	*	3f69	9089	9089	bfe9	*	*	*	*	*	*	*	*
7713	*	*	*	*	4022	90a0	4022	90a0	4022	*	*	*	4022	90a0	90a0	c0a2	*	*	*	*	*	*	*	*
7714	*	*	*	*	*	*	4042	90c0	4042	*	*	*	4042	90c0	90c0	c0c2	*	*	*	*	*	*	*	*
7715	*	*	*	*	4066	90e4	4066	90e4	4066	*	*	*	4066	90e4	90e4	c0e6	87ec	*	e89fac	*	*	*	*	*
7716	*	*	*	*	4071	90ef	4071	90ef	4071	*	*	*	4071	90ef	90ef	c0f1	*	*	*	*	*	*	*	*
7717	*	*	*	*	*	*	4072	90f0	4072	*	*	*	4072	90f0	90f0	c0f2	*	*	*	*	*	*	*	*
7718	*	*	*	*	4079	90f7	4079	90f7	4079	*	*	*	4079	90f7	90f7	c0f9	*	*	*	*	*	*	*	*
7719	*	*	*	*	*	*	407a	90f8	407a	*	*	*	407a	90f8	90f8	c0fa	*	*	*	*	*	*	*	*
7720	*	*	*	*	4127	9146	4127	9146	4127	*	*	*	4127	9146	9146	c1a7	*	*	*	*	*	*	*	*
7721	*	*	*	*	4139	9158	4139	9158	4139	*	*	*	4139	9158	9158	c1b9	*	*	*	*	*	*	*	*
7722	*	*	*	*	414c	916b	414c	916b	414c	*	*	*	414c	916b	916b	c1cc	*	*	*	*	*	*	*	*
7723	*	*	*	*	414f	916e	414f	916e	414f	*	*	*	414f	916e	916e	c1cf	*	*	*	*	*	*	*	*
7724	*	*	*	*	415f	917e	415f	917e	415f	*	*	*	415f	917e	917e	c1df	6414	*	e69094	*	*	*	*	*
7725	*	*	*	*	4169	9189	4169	9189	4169	*	*	*	4169	9189	9189	c1e9	7626	*	e798a6	*	*	*	*	*
7726	*	*	*	*	423d	91bb	423d	91bb	423d	*	*	*	423d	91bb	91bb	c2bd	*	*	*	*	*	*	*	*
7727	*	*	*	*	424d	91cb	424d	91cb	424d	*	*	*	424d	91cb	91cb	c2cd	9a52	*	e9a992	*	*	*	*	*
7728	*	*	*	*	425c	91da	425c	91da	425c	*	*	*	425c	91da	91da	c2dc	*	*	*	*	*	*	*	*
7729	*	*	*	*	4263	91e1	4263	91e1	4263	*	*	*	4263	91e1	91e1	c2e3	*	*	*	*	*	*	*	*
7730	*	*	*	*	426f	91ed	426f	91ed	426f	*	*	*	426f	91ed	91ed	c2ef	*	*	*	*	*	*	*	*
7731	*	*	*	*	*	*	4275	91f3	4275	*	*	*	4275	91f3	91f3	c2f5	*	*	*	*	*	*	*	*
7732	*	*	*	*	*	*	4276	91f4	4276	*	*	*	4276	91f4	91f4	c2f6	*	*	*	*	*	*	*	*
7733	*	*	*	*	427d	91fb	427d	91fb	427d	*	*	*	427d	91fb	91fb	c2fd	*	*	*	*	*	*	*	*
7734	*	*	*	*	4327	9246	4327	9246	4327	*	*	*	4327	9246	9246	c3a7	*	*	*	*	*	*	*	*
7735	*	*	*	*	4329	9248	4329	9248	4329	*	*	*	4329	9248	9248	c3a9	*	*	*	*	*	*	*	*
7736	*	*	*	*	*	*	432a	9249	432a	*	*	*	432a	9249	9249	c3aa	*	*	*	*	*	*	*	*
7737	*	*	*	*	432d	924c	432d	924c	432d	*	*	*	432d	924c	924c	c3ad	*	*	*	*	*	*	*	*
7738	*	*	*	*	432e	924d	432e	924d	432e	*	*	*	432e	924d	924d	c3ae	*	*	*	*	*	*	*	*
7739	*	*	*	*	433d	925c	433d	925c	433d	*	*	*	433d	925c	925c	c3bd	7c1e	*	e7b09e	*	*	*	*	*
7740	*	*	*	*	4370	9290	4370	9290	4370	*	*	*	4370	9290	9290	c3f0	*	*	*	*	*	*	*	*
7741	*	*	*	*	4375	9295	4375	9295	4375	*	*	*	4375	9295	9295	c3f5	*	*	*	*	*	*	*	*
7742	*	*	*	*	437c	929c	437c	929c	437c	*	*	*	437c	929c	929c	c3fc	*	*	*	*	*	*	*	*
7743	*	*	*	*	443d	92bb	443d	92bb	443d	*	*	*	443d	92bb	92bb	c4bd	*	*	*	*	*	*	*	*
7744	*	*	*	*	4448	92c6	4448	92c6	4448	*	*	*	4448	92c6	92c6	c4c8	*	*	*	*	*	*	*	*
7745	*	*	*	*	444a	92c8	444a	92c8	444a	*	*	*	444a	92c8	92c8	c4ca	*	*	*	*	*	*	*	*
7746	*	*	*	*	*	*	444d	92cb	444d	*	*	*	444d	92cb	92cb	c4cd	*	*	*	*	*	*	*	*
7747	*	*	*	*	444f	92cd	444f	92cd	444f	*	*	*	444f	92cd	92cd	c4cf	6451	*	e69191	*	*	*	*	*
7748	*	*	*	*	4522	9341	4522	9341	4522	*	*	*	4522	9341	9341	c5a2	*	*	*	*	*	*	*	*
7749	*	*	*	*	4527	9346	4527	9346	4527	*	*	*	4527	9346	9346	c5a7	*	*	*	*	*	*	*	*
7750	*	*	*	*	452e	934d	452e	934d	452e	*	*	*	452e	934d	934d	c5ae	*	*	*	*	*	*	*	*
7751	*	*	*	*	4536	9355	4536	9355	4536	*	*	*	4536	9355	9355	c5b6	5861	*	e5a1a1	*	*	*	*	*
7752	*	*	*	*	453f	935e	453f	935e	453f	*	*	*	453f	935e	935e	c5bf	985a	*	e9a19a	*	*	*	*	*
7753	*	*	*	*	4548	9367	4548	9367	4548	*	*	*	4548	9367	9367	c5c8	*	*	*	*	*	*	*	*
7754	*	*	*	*	454b	936a	454b	936a	454b	*	*	*	454b	936a	936a	c5cb	*	*	*	*	*	*	*	*
7755	*	*	*	*	*	*	4551	9370	4551	*	*	*	4551	9370	9370	c5d1	*	*	*	*	*	*	*	*
7756	*	*	*	*	4552	9371	4552	9371	4552	*	*	*	4552	9371	9371	c5d2	*	*	*	*	*	*	*	*
7757	*	*	*	*	4564	9384	4564	9384	4564	*	*	*	4564	9384	9384	c5e4	*	*	*	*	*	*	*	*
7758	*	*	*	*	4578	9398	4578	9398	4578	*	*	*	4578	9398	9398	c5f8	79b1	*	e7a6b1	*	*	*	*	*
7759	*	*	*	*	*	*	463e	93bc	463e	*	*	*	463e	93bc	93bc	c6be	*	*	*	*	*	*	*	*
7760	*	*	*	*	4642	93c0	4642	93c0	4642	*	*	*	4642	93c0	93c0	c6c2	7006	*	e78086	*	*	*	*	*
7761	*	*	*	*	4654	93d2	4654	93d2	4654	*	*	*	4654	93d2	93d2	c6d4	*	*	*	*	*	*	*	*
7762	*	*	*	*	*	*	4655	93d3	4655	*	*	*	4655	93d3	93d3	c6d5	*	*	*	*	*	*	*	*
7763	*	*	*	*	465b	93d9	465b	93d9	465b	*	*	*	465b	93d9	93d9	c6db	*	*	*	*	*	*	*	*
7764	*	*	*	*	*	*	465c	93da	465c	*	*	*	465c	93da	93da	c6dc	*	*	*	*	*	*	*	*
7765	*	*	*	*	*	*	4661	93df	4661	*	*	*	4661	93df	93df	c6e1	*	*	*	*	*	*	*	*
7766	*	*	*	*	4666	93e4	4666	93e4	4666	*	*	*	4666	93e4	93e4	c6e6	*	*	*	*	*	*	*	*
7767	*	*	*	*	4667	93e5	4667	93e5	4667	*	*	*	4667	93e5	93e5	c6e7	*	*	*	*	*	*	*	*
7768	*	*	*	*	466a	93e8	466a	93e8	466a	*	*	*	466a	93e8	93e8	c6ea	*	*	*	*	*	*	*	*
7769	*	*	*	*	4729	9448	4729	9448	4729	*	*	*	4729	9448	9448	c7a9	*	*	*	*	*	*	*	*
7770	*	*	*	*	4739	9458	4739	9458	4739	*	*	*	4739	9458	9458	c7b9	56ca	*	e59b8a	*	*	*	*	*
7771	*	*	*	*	4757	9476	4757	9476	4757	*	*	*	4757	9476	9476	c7d7	*	*	*	*	*	*	*	*
7772	*	*	*	*	4767	9487	4767	9487	4767	*	*	*	4767	9487	9487	c7e7	*	*	*	*	*	*	*	*
7773	*	*	*	*	4769	9489	4769	9489	4769	*	*	*	4769	9489	9489	c7e9	*	*	*	*	*	*	*	*
7774	*	*	*	*	476d	948d	476d	948d	476d	*	*	*	476d	948d	948d	c7ed	525d	*	e5899d	*	*	*	*	*
7775	*	*	*	*	4824	94a2	4824	94a2	4824	*	*	*	4824	94a2	94a2	c8a4	*	*	*	*	*	*	*	*
7776	*	*	*	*	482e	94ac	482e	94ac	482e	*	*	*	482e	94ac	94ac	c8ae	6f51	*	e6bd91	*	*	*	*	*
7777	*	*	*	*	4830	94ae	4830	94ae	4830	*	*	*	4830	94ae	94ae	c8b0	91b1	*	e986b1	*	*	*	*	*
7778	*	*	*	*	4854	94d2	4854	94d2	4854	*	*	*	4854	94d2	94d2	c8d4	*	*	*	*	*	*	*	*
7779	*	*	*	*	*	*	4862	94e0	4862	*	*	*	4862	94e0	94e0	c8e2	*	*	*	*	*	*	*	*
7780	*	*	*	*	4875	94f3	4875	94f3	4875	*	*	*	4875	94f3	94f3	c8f5	*	*	*	*	*	*	*	*
7781	*	*	*	*	4922	9541	4922	9541	4922	*	*	*	4922	9541	9541	c9a2	*	*	*	*	*	*	*	*
7782	*	*	*	*	4923	9542	4923	9542	4923	*	*	*	4923	9542	9542	c9a3	*	*	*	*	*	*	*	*
7783	*	*	*	*	492f	954e	492f	954e	492f	*	*	*	492f	954e	954e	c9af	*	*	*	*	*	*	*	*
7784	*	*	*	*	4932	9551	4932	9551	4932	*	*	*	4932	9551	9551	c9b2	*	*	*	*	*	*	*	*
7785	*	*	*	*	4935	9554	4935	9554	4935	*	*	*	4935	9554	9554	c9b5	*	*	*	*	*	*	*	*
7786	*	*	*	*	4940	955f	4940	955f	4940	*	*	*	4940	955f	955f	c9c0	*	*	*	*	*	*	*	*
7787	*	*	*	*	494e	956d	494e	956d	494e	*	*	*	494e	956d	956d	c9ce	*	*	*	*	*	*	*	*
7788	*	*	*	*	*	*	4951	9570	4951	*	*	*	4951	9570	9570	c9d1	*	*	*	*	*	*	*	*
7789	*	*	*	*	4a43	95c1	4a43	95c1	4a43	*	*	*	4a43	95c1	95c1	cac3	*	*	*	*	*	*	*	*
7790	*	*	*	*	4a4d	95cb	4a4d	95cb	4a4d	*	*	*	4a4d	95cb	95cb	cacd	*	*	*	*	*	*	*	*
7791	*	*	*	*	4a5a	95d8	4a5a	95d8	4a5a	*	*	*	4a5a	95d8	95d8	cada	*	*	*	*	*	*	*	*
7792	*	*	*	*	4a79	95f7	4a79	95f7	4a79	*	*	*	4a79	95f7	95f7	caf9	*	*	*	*	*	*	*	*
7793	*	*	*	*	*	*	4b22	9641	4b22	*	*	*	4b22	9641	9641	cba2	*	*	*	*	*	*	*	*
7794	*	*	*	*	4b29	9648	4b29	9648	4b29	*	*	*	4b29	9648	9648	cba9	*	*	*	*	*	*	*	*
7795	*	*	*	*	4b4b	966a	4b4b	966a	4b4b	*	*	*	4b4b	966a	966a	cbcb	9830	*	e9a0b0	*	*	*	*	*
7796	*	*	*	*	4b70	9690	4b70	9690	4b70	*	*	*	4b70	9690	9690	cbf0	*	*	*	*	*	*	*	*
7797	*	*	*	*	4c4d	96cb	4c4d	96cb	4c4d	*	*	*	4c4d	96cb	96cb	cccd	9eb5	*	e9bab5	*	*	*	*	*
7798	*	*	*	*	4c59	96d7	4c59	96d7	4c59	*	*	*	4c59	96d7	96d7	ccd9	*	*	*	*	*	*	*	*
7799	*	*	*	*	4c5f	96dd	4c5f	96dd	4c5f	*	*	*	4c5f	96dd	96dd	ccdf	*	*	*	*	*	*	*	*
7800	*	*	*	*	4c62	96e0	4c62	96e0	4c62	*	*	*	4c62	96e0	96e0	cce2	*	*	*	*	*	*	*	*
7801	*	*	*	*	4c7a	96f8	4c7a	96f8	4c7a	*	*	*	4c7a	96f8	96f8	ccfa	*	*	*	*	*	*	*	*
7802	*	*	*	*	4c7c	96fa	4c7c	96fa	4c7c	*	*	*	4c7c	96fa	96fa	ccfc	*	*	*	*	*	*	*	*
7803	*	*	*	*	*	*	4c7e	96fc	4c7e	*	*	*	4c7e	96fc	96fc	ccfe	*	*	*	*	*	*	*	*
7804	*	*	*	*	4d32	9751	4d32	9751	4d32	*	*	*	4d32	9751	9751	cdb2	*	*	*	*	*	*	*	*
7805	*	*	*	*	4d50	976f	4d50	976f	4d50	*	*	*	4d50	976f	976f	cdd0	*	*	*	*	*	*	*	*
7806	*	*	*	*	4d54	9773	4d54	9773	4d54	*	*	*	4d54	9773	9773	cdd4	*	*	*	*	*	*	*	*
7807	*	*	*	*	4d69	9789	4d69	9789	4d69	*	*	*	4d69	9789	9789	cde9	840a	*	e8908a	*	*	*	*	*
7808	*	*	*	*	*	*	4e4b	97c9	4e4b	*	*	*	4e4b	97c9	97c9	cecb	*	*	*	*	*	*	*	*
7809	*	*	*	*	4e7a	97f8	4e7a	97f8	4e7a	*	*	*	4e7a	97f8	97f8	cefa	*	*	*	*	*	*	*	*
7810	*	*	*	*	4e7b	97f9	4e7b	97f9	4e7b	*	*	*	4e7b	97f9	97f9	cefb	*	*	*	*	*	*	*	*
7811	*	*	*	*	4f21	9840	4f21	9840	4f21	*	*	*	4f21	9840	9840	cfa1	*	*	*	*	*	*	*	*
7812	*	*	*	*	4f31	9850	4f31	9850	4f31	*	*	*	4f31	9850	9850	cfb1	*	*	*	*	*	*	*	*
7813	*	*	*	*	4f39	9858	4f39	9858	4f39	*	*	*	4f39	9858	9858	cfb9	881f	*	e8a09f	*	*	*	*	*
7814	*	*	*	*	513d	995c	513d	995c	513d	*	*	*	513d	995c	995c	d1bd	*	*	*	*	*	*	*	*
7815	*	*	*	*	*	*	5147	9966	5147	*	*	*	5147	9966	9966	d1c7	*	*	*	*	*	*	*	*
7816	*	*	*	*	*	*	514b	996a	514b	*	*	*	514b	996a	996a	d1cb	*	*	*	*	*	*	*	*
7817	*	*	*	*	514d	996c	514d	996c	514d	*	*	*	514d	996c	996c	d1cd	*	*	*	*	*	*	*	*
7818	*	*	*	*	5330	9a4f	5330	9a4f	5330	*	*	*	5330	9a4f	9a4f	d3b0	*	*	*	*	*	*	*	*
7819	*	*	*	*	533a	9a59	533a	9a59	533a	*	*	*	533a	9a59	9a59	d3ba	*	*	*	*	*	*	*	*
7820	*	*	*	*	*	*	5350	9a6f	5350	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7821	*	*	*	*	535e	9a7d	535e	9a7d	535e	*	*	*	535e	9a7d	9a7d	d3de	*	*	*	*	*	*	*	*
7822	*	*	*	*	536b	9a8b	536b	9a8b	536b	*	*	*	536b	9a8b	9a8b	d3eb	*	*	*	*	*	*	*	*
7823	*	*	*	*	5444	9ac2	5444	9ac2	5444	*	*	*	5444	9ac2	9ac2	d4c4	*	*	*	*	*	*	*	*
7824	*	*	*	*	553d	9b5c	553d	9b5c	553d	*	*	*	553d	9b5c	9b5c	d5bd	*	*	*	*	*	*	*	*
7825	*	*	*	*	5563	9b83	5563	9b83	5563	*	*	*	5563	9b83	9b83	d5e3	*	*	*	*	*	*	*	*
7826	*	*	*	*	5622	9ba0	5622	9ba0	5622	*	*	*	5622	9ba0	9ba0	d6a2	5c5b	*	e5b19b	*	*	*	*	*
7827	*	*	*	*	*	*	5672	9bf0	5672	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7828	*	*	*	*	5824	9ca2	5824	9ca2	5824	*	*	*	5824	9ca2	9ca2	d8a4	*	*	*	*	*	*	*	*
7829	*	*	*	*	5960	9d80	5960	9d80	5960	*	*	*	5960	9d80	9d80	d9e0	*	*	*	*	*	*	*	*
7830	*	*	*	*	596c	9d8c	596c	9d8c	596c	*	*	*	596c	9d8c	9d8c	d9ec	*	*	*	*	*	*	*	*
7831	*	*	*	*	5a39	9db7	5a39	9db7	5a39	*	*	*	5a39	9db7	9db7	dab9	6522	*	e694a2	*	*	*	*	*
7832	*	*	*	*	*	*	5a4d	9dcb	5a4d	*	*	*	5a4d	9dcb	9dcb	dacd	*	*	*	*	*	*	*	*
7833	*	*	*	*	5b45	9e64	5b45	9e64	5b45	*	*	*	5b45	9e64	9e64	dbc5	*	*	*	*	*	*	*	*
7834	*	*	*	*	*	*	5b4a	9e69	5b4a	*	*	*	5b4a	9e69	9e69	dbca	*	*	*	*	*	*	*	*
7835	*	*	*	*	5b6b	9e8b	5b6b	9e8b	5b6b	*	*	*	5b6b	9e8b	9e8b	dbeb	*	*	*	*	*	*	*	*
7836	*	*	*	*	*	*	5b74	9e94	5b74	*	*	*	5b74	9e94	9e94	dbf4	688e	*	e6a28e	*	*	*	*	*
